"forecast_date","target","target_end_date","location","type","quantile","value"
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.45,3036.9
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.45,3043.9
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.45,3048.7
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.45,3051.9
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.45,3055.8
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.45,3058.8
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.45,3061.7
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.45,3062.9
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.45,3064.9
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.45,3066.8
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.45,3067.8
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.45,3069.7
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.45,3069.9
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.45,3071.7
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.45,3072.8
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.45,3072.8
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.5,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.5,15
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.5,11
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.5,10
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.5,8
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.5,7
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.5,6
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.5,5
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.5,4
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.5,5
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.5,3
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.5,3
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.5,3
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.5,2
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.5,2
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.5,2
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.5,2
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.5,2
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.5,2
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.5,2
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.5,2997
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.5,3011
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.5,3022
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.5,3032
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.5,3040
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.5,3047
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.5,3053
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.5,3058
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.5,3061
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.5,3066
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.5,3069
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.5,3071
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.5,3074
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.5,3076
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.5,3078
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.5,3080
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.5,3082
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.5,3084
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.5,3084
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.5,3086
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.55,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.55,15.1
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.55,13.1
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.55,11.2
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.55,11
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.55,8.2
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.55,8.1
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.55,7.1
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.55,7
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.55,6
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.55,5.1
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.55,5.1
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.55,3.2
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.55,5
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.55,3.2
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.55,4.1
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.55,3.1
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.55,3.2
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.55,3.1
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.55,4
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.55,2997
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.55,3012.1
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.55,3026.1
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.55,3038.1
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.55,3049.1
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.55,3057.3
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.55,3065.5
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.55,3072.6
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.55,3079.7
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.55,3085.7
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.55,3090.9
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.55,3096
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.55,3099.4
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.55,3104.4
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.55,3107.6
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.55,3111.7
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.55,3114.8
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.55,3118
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.55,3121.1
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.55,3125.1
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.6,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.6,16.2
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.6,14
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.6,13
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.6,11
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.6,10
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.6,9.2
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.6,8
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.6,7.2
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.6,6.2
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.6,6
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.6,6
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.6,5
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.6,5
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.6,5
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.6,5
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.6,4.2
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.6,5
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.6,4.2
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.6,4
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.6,2997
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.6,3013.2
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.6,3027.4
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.6,3039.6
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.6,3050.6
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.6,3060.6
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.6,3070.6
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.6,3078.6
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.6,3086.4
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.6,3092.6
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.6,3099.4
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.6,3105.4
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.6,3112
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.6,3117
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.6,3122.2
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.6,3127.2
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.6,3131.4
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.6,3136.4
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.6,3140.6
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.6,3144.8
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.65,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.65,17
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.65,14.3
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.65,13
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.65,11.3
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.65,10
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.65,10
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.65,8
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.65,8
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.65,7
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.65,6.3
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.65,6.3
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.65,5.6
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.65,5.3
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.65,5.3
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.65,5
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.65,5
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.65,5
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.65,5
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.65,4.3
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.65,2997.3
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.65,3014.3
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.65,3029.3
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.65,3042.3
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.65,3053.6
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.65,3063.6
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.65,3073.3
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.65,3081.3
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.65,3088.6
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.65,3095.6
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.65,3101.6
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.65,3107.9
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.65,3112.9
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.65,3118.2
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.65,3123.9
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.65,3128.9
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.65,3133.9
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.65,3138.9
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.65,3143.9
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.65,3148.6
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.7,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.7,17.4
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.7,15.4
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.7,13.4
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.7,12.4
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.7,10.8
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.7,10.4
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.7,8.8
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.7,8.8
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.7,8.20000000000001
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.7,8.20000000000001
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.7,7.4
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.7,7.8
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.7,7.20000000000001
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.7,6.8
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.7,6.20000000000001
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.7,6.60000000000001
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.7,6.20000000000001
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.7,6.60000000000001
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.7,6.60000000000001
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.7,2998
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.7,3015.4
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.7,3030
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.7,3043.4
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.7,3055.8
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.7,3066.6
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.7,3076.8
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.7,3085.6
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.7,3094.4
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.7,3102.6
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.7,3110.2
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.7,3117.6
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.7,3124.2
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.7,3131.4
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.7,3137.6
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.7,3143.8
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.7,3150.4
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.7,3156.6
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.7,3163.2
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.7,3169.2
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.75,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.75,18
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.75,16
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.75,15
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.75,13.5
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.75,13
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.75,11.5
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.75,11.5
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.75,10
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.75,11
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.75,10.5
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.75,9.00000000000001
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.75,9
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.75,9.5
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.75,9.00000000000001
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.75,9.00000000000001
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.75,9.5
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.75,9.00000000000001
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.75,9.5
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.75,9.5
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.75,2998
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.75,3016
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.75,3031
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.75,3046
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.75,3059.5
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.75,3072.5
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.75,3084
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.75,3095.5
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.75,3105.5
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.75,3116.5
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.75,3127
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.75,3136
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.75,3145
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.75,3154.5
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.75,3163.5
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.75,3172.5
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.75,3182
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.75,3191
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.75,3200.5
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.75,3210
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.8,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.8,18
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.8,17.2
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.8,16
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.8,14.6
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.8,14.6
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.8,12.6
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.8,13.6
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.8,11.8
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.8,12
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.8,12.2
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.8,11.2
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.8,10.8
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.8,11.2
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.8,10.6
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.8,11.2
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.8,11.2
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.8,11.2
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.8,11.2
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.8,11.8
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.8,2998.6
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.8,3017.2
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.8,3034.4
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.8,3051
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.8,3065.6
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.8,3080.8
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.8,3093
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.8,3106.6
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.8,3118.4
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.8,3130.4
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.8,3142.6
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.8,3153.8
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.8,3164.6
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.8,3175.8
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.8,3186.4
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.8,3197.6
2022-01-30,"17 wk ahead cum death",2022-05-28,NA,"quantile",0.8,3208.8
2022-01-30,"18 wk ahead cum death",2022-06-04,NA,"quantile",0.8,3220
2022-01-30,"19 wk ahead cum death",2022-06-11,NA,"quantile",0.8,3231.2
2022-01-30,"20 wk ahead cum death",2022-06-18,NA,"quantile",0.8,3243
2022-01-30,"1 wk ahead inc death",2022-02-05,NA,"quantile",0.85,0
2022-01-30,"2 wk ahead inc death",2022-02-12,NA,"quantile",0.85,18.7
2022-01-30,"3 wk ahead inc death",2022-02-19,NA,"quantile",0.85,18.7
2022-01-30,"4 wk ahead inc death",2022-02-26,NA,"quantile",0.85,16.7
2022-01-30,"5 wk ahead inc death",2022-03-05,NA,"quantile",0.85,15.7
2022-01-30,"6 wk ahead inc death",2022-03-12,NA,"quantile",0.85,15.7
2022-01-30,"7 wk ahead inc death",2022-03-19,NA,"quantile",0.85,13.7
2022-01-30,"8 wk ahead inc death",2022-03-26,NA,"quantile",0.85,14.7
2022-01-30,"9 wk ahead inc death",2022-04-02,NA,"quantile",0.85,13
2022-01-30,"10 wk ahead inc death",2022-04-09,NA,"quantile",0.85,12.7
2022-01-30,"11 wk ahead inc death",2022-04-16,NA,"quantile",0.85,13
2022-01-30,"12 wk ahead inc death",2022-04-23,NA,"quantile",0.85,12.7
2022-01-30,"13 wk ahead inc death",2022-04-30,NA,"quantile",0.85,12.7
2022-01-30,"14 wk ahead inc death",2022-05-07,NA,"quantile",0.85,12.7
2022-01-30,"15 wk ahead inc death",2022-05-14,NA,"quantile",0.85,11.7
2022-01-30,"16 wk ahead inc death",2022-05-21,NA,"quantile",0.85,12.7
2022-01-30,"17 wk ahead inc death",2022-05-28,NA,"quantile",0.85,12.7
2022-01-30,"18 wk ahead inc death",2022-06-04,NA,"quantile",0.85,12.7
2022-01-30,"19 wk ahead inc death",2022-06-11,NA,"quantile",0.85,12.7
2022-01-30,"20 wk ahead inc death",2022-06-18,NA,"quantile",0.85,13
2022-01-30,"1 wk ahead cum death",2022-02-05,NA,"quantile",0.85,2999.7
2022-01-30,"2 wk ahead cum death",2022-02-12,NA,"quantile",0.85,3018
2022-01-30,"3 wk ahead cum death",2022-02-19,NA,"quantile",0.85,3036.7
2022-01-30,"4 wk ahead cum death",2022-02-26,NA,"quantile",0.85,3053
2022-01-30,"5 wk ahead cum death",2022-03-05,NA,"quantile",0.85,3068.7
2022-01-30,"6 wk ahead cum death",2022-03-12,NA,"quantile",0.85,3084
2022-01-30,"7 wk ahead cum death",2022-03-19,NA,"quantile",0.85,3097.7
2022-01-30,"8 wk ahead cum death",2022-03-26,NA,"quantile",0.85,3112.4
2022-01-30,"9 wk ahead cum death",2022-04-02,NA,"quantile",0.85,3125.4
2022-01-30,"10 wk ahead cum death",2022-04-09,NA,"quantile",0.85,3138.1
2022-01-30,"11 wk ahead cum death",2022-04-16,NA,"quantile",0.85,3151.1
2022-01-30,"12 wk ahead cum death",2022-04-23,NA,"quantile",0.85,3163.8
2022-01-30,"13 wk ahead cum death",2022-04-30,NA,"quantile",0.85,3176.5
2022-01-30,"14 wk ahead cum death",2022-05-07,NA,"quantile",0.85,3189.2
2022-01-30,"15 wk ahead cum death",2022-05-14,NA,"quantile",0.85,3200.9
2022-01-30,"16 wk ahead cum death",2022-05-21,NA,"quantile",0.85,3213.6
